name,accuracy,train_time,test_time,dimensions,method,encoding,iterations,lr,chunks,threshold,reduce_subclass,model_quantize,epsilon,alpha,beta,theta,r,lazy_regeneration,model_neural,lazy_regeneration,model_neural,partial_data,robustness_failed_dimensions
UCIHAR,0.7787580490112305,282.04769372940063,13.906407356262207,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,20
UCIHAR,0.7519511580467224,282.04769372940063,16.061618089675903,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,30
UCIHAR,0.6983373165130615,282.04769372940063,13.3146071434021,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,40
UCIHAR,0.15778757631778717,282.04769372940063,14.788875818252563,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,50
UCIHAR,0.0,282.04769372940063,13.223927021026611,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,60
UCIHAR,0.0,282.04769372940063,12.077596664428711,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,70
UCIHAR,0.0,282.04769372940063,13.159802436828613,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,80
UCIHAR,0.0,282.04769372940063,11.656827211380005,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,90
UCIHAR,0.0,282.04769372940063,12.233655214309692,10000,adjust_iterative,density,26,0.7453751564025879,,,,,,,,,,,,5,reset,0.25,100
CIFAR10,0.22679999470710754,413.32721304893494,58.956830739974976,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
CIFAR10,0.2280000001192093,413.32721304893494,67.60204744338989,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
CIFAR10,0.22519999742507935,413.32721304893494,67.55145215988159,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
CIFAR10,0.22280000150203705,413.32721304893494,64.65380954742432,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
CIFAR10,0.2222999930381775,413.32721304893494,64.21717762947083,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
CIFAR10,0.19689999520778656,413.32721304893494,59.59036564826965,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
CIFAR10,0.10360000282526016,413.32721304893494,62.692760944366455,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
CIFAR10,0.05730000138282776,413.32721304893494,56.909547567367554,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
CIFAR10,0.05640000104904175,413.32721304893494,54.96783494949341,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
CIFAR10,0.05660000070929527,413.32721304893494,51.97379207611084,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
CIFAR10,0.0568000003695488,413.32721304893494,61.912442684173584,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
CIFAR10,0.05689999833703041,413.32721304893494,59.65502452850342,10000,quant_iterative,density,6,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
EuropeanLanguages,0.046238094568252563,304.67701983451843,75.67790603637695,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
EuropeanLanguages,0.046238094568252563,304.67701983451843,71.59530639648438,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
EuropeanLanguages,0.045666664838790894,304.67701983451843,75.87718915939331,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
EuropeanLanguages,0.046095237135887146,304.67701983451843,73.60705089569092,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
EuropeanLanguages,0.04661904647946358,304.67701983451843,75.90804862976074,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
EuropeanLanguages,0.04771428555250168,304.67701983451843,69.5798647403717,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
EuropeanLanguages,0.04695238173007965,304.67701983451843,64.71073079109192,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
EuropeanLanguages,0.05176190659403801,304.67701983451843,67.41386318206787,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
EuropeanLanguages,0.051523808389902115,304.67701983451843,68.78503704071045,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
EuropeanLanguages,0.05133333429694176,304.67701983451843,87.44132709503174,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
EuropeanLanguages,0.0511428564786911,304.67701983451843,86.67777061462402,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
EuropeanLanguages,0.05133333429694176,304.67701983451843,89.95091843605042,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
MNIST,0.7648000121116638,130.7133719921112,40.744808197021484,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
MNIST,0.76419997215271,130.7133719921112,38.20852041244507,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
MNIST,0.7631000280380249,130.7133719921112,38.509774923324585,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
MNIST,0.7512000203132629,130.7133719921112,40.02050161361694,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
MNIST,0.7246999740600586,130.7133719921112,37.56786799430847,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
MNIST,0.6086999773979187,130.7133719921112,37.3779296875,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
MNIST,0.09769999980926514,130.7133719921112,36.59528112411499,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
MNIST,0.09799999743700027,130.7133719921112,34.011353492736816,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
MNIST,0.09799999743700027,130.7133719921112,32.30074644088745,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
MNIST,0.09799999743700027,130.7133719921112,36.53088855743408,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
MNIST,0.09799999743700027,130.7133719921112,43.86654806137085,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
MNIST,0.09799999743700027,130.7133719921112,42.381908893585205,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
EMGHandGestures,0.9873417615890503,0.978095531463623,0.4714846611022949,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
EMGHandGestures,0.9873417615890503,0.978095531463623,0.725048303604126,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
EMGHandGestures,0.9936708807945251,0.978095531463623,0.9323406219482422,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
EMGHandGestures,0.9873417615890503,0.978095531463623,0.40735578536987305,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
EMGHandGestures,0.9936708807945251,0.978095531463623,0.8562202453613281,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
EMGHandGestures,0.9810126423835754,0.978095531463623,0.8598296642303467,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
EMGHandGestures,0.13924050331115723,0.978095531463623,0.4445950984954834,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
EMGHandGestures,0.0,0.978095531463623,0.8497724533081055,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
EMGHandGestures,0.0,0.978095531463623,0.47705578804016113,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
EMGHandGestures,0.0,0.978095531463623,0.41126513481140137,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
EMGHandGestures,0.0,0.978095531463623,0.7037985324859619,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
EMGHandGestures,0.0,0.978095531463623,0.9758875370025635,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
PAMAP,0.926903247833252,750.0150654315948,249.44014501571655,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
PAMAP,0.9255414009094238,750.0150654315948,228.80319261550903,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
PAMAP,0.9236671328544617,750.0150654315948,250.53030133247375,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
PAMAP,0.918300449848175,750.0150654315948,228.37978792190552,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
PAMAP,0.9041557908058167,750.0150654315948,242.54981660842896,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
PAMAP,0.8395944237709045,750.0150654315948,227.14172840118408,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
PAMAP,0.07933982461690903,750.0150654315948,264.1308801174164,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
PAMAP,0.0022653110790997744,750.0150654315948,249.49294590950012,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
PAMAP,0.0020495671778917313,750.0150654315948,243.3398461341858,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
PAMAP,0.002130471169948578,750.0150654315948,249.7541003227234,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
PAMAP,0.0023057630751281977,750.0150654315948,245.79187726974487,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
PAMAP,0.0023327311500906944,750.0150654315948,277.515273809433,10000,quant_iterative,density,11,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
ISOLET,0.8511866331100464,11.875900983810425,5.679647445678711,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
ISOLET,0.8447722792625427,11.875900983810425,6.460744619369507,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
ISOLET,0.8364335894584656,11.875900983810425,7.5406529903411865,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
ISOLET,0.8184733986854553,11.875900983810425,7.079350471496582,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
ISOLET,0.7748556733131409,11.875900983810425,6.341560363769531,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
ISOLET,0.6170622110366821,11.875900983810425,6.319613695144653,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
ISOLET,0.040410518646240234,11.875900983810425,6.497487306594849,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
ISOLET,0.03848620876669884,11.875900983810425,7.034177780151367,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
ISOLET,0.03848620876669884,11.875900983810425,7.206172943115234,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
ISOLET,0.03848620876669884,11.875900983810425,6.962162971496582,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
ISOLET,0.03848620876669884,11.875900983810425,7.574807405471802,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
ISOLET,0.03848620876669884,11.875900983810425,6.545034408569336,10000,quant_iterative,density,2,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
UCIHAR,0.5626060366630554,18.11226177215576,11.042132139205933,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,0
UCIHAR,0.556498110294342,18.11226177215576,11.927268028259277,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,5
UCIHAR,0.5575160980224609,18.11226177215576,12.486400127410889,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,10
UCIHAR,0.5514082312583923,18.11226177215576,11.406389474868774,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,20
UCIHAR,0.541907012462616,18.11226177215576,15.04768419265747,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,30
UCIHAR,0.4889718294143677,18.11226177215576,11.595373153686523,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,40
UCIHAR,0.1482863873243332,18.11226177215576,12.170966625213623,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,50
UCIHAR,0.15982355177402496,18.11226177215576,12.674784421920776,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,60
UCIHAR,0.15982355177402496,18.11226177215576,14.329038619995117,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,70
UCIHAR,0.15982355177402496,18.11226177215576,13.269714832305908,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,80
UCIHAR,0.15982355177402496,18.11226177215576,11.554280519485474,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,90
UCIHAR,0.15982355177402496,18.11226177215576,13.881345272064209,10000,quant_iterative,density,3,1.5,,,,binary,0.01,,,,,,,5,reset,0.25,100
CIFAR10,0.15549999475479126,1523.7966508865356,62.46243214607239,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
CIFAR10,0.14910000562667847,1523.7966508865356,61.392255544662476,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
CIFAR10,0.14270000159740448,1523.7966508865356,58.484736919403076,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
CIFAR10,0.13670000433921814,1523.7966508865356,55.13686656951904,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
CIFAR10,0.11580000072717667,1523.7966508865356,52.98016023635864,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
CIFAR10,0.10819999873638153,1523.7966508865356,61.91961646080017,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
CIFAR10,0.09489999711513519,1523.7966508865356,65.06208491325378,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
CIFAR10,0.0917000025510788,1523.7966508865356,61.22551226615906,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
CIFAR10,0.08160000294446945,1523.7966508865356,61.439553022384644,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
CIFAR10,0.07500000298023224,1523.7966508865356,52.926740884780884,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
CIFAR10,0.07109999656677246,1523.7966508865356,57.980966091156006,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
CIFAR10,0.06530000269412994,1523.7966508865356,62.05923533439636,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
EuropeanLanguages,0.04242857173085213,92.73668646812439,62.86551547050476,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
EuropeanLanguages,0.041999999433755875,92.73668646812439,68.7854995727539,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
EuropeanLanguages,0.04419047757983208,92.73668646812439,67.57559132575989,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
EuropeanLanguages,0.04533333331346512,92.73668646812439,65.98483800888062,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
EuropeanLanguages,0.04647618904709816,92.73668646812439,65.17250728607178,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
EuropeanLanguages,0.04361904785037041,92.73668646812439,66.47629356384277,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
EuropeanLanguages,0.049714285880327225,92.73668646812439,62.38328146934509,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
EuropeanLanguages,0.046095237135887146,92.73668646812439,76.2377381324768,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
EuropeanLanguages,0.04719047620892525,92.73668646812439,75.12647294998169,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
EuropeanLanguages,0.048428572714328766,92.73668646812439,70.36366772651672,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
EuropeanLanguages,0.04933333396911621,92.73668646812439,73.79574990272522,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
EuropeanLanguages,0.049619048833847046,92.73668646812439,64.93192601203918,10000,sparse_iterative,density,0,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
MNIST,0.7175999879837036,890.844514131546,34.52667307853699,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
MNIST,0.6844000220298767,890.844514131546,38.367494344711304,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
MNIST,0.6383000016212463,890.844514131546,46.77536916732788,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
MNIST,0.5135999917984009,890.844514131546,48.29716157913208,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
MNIST,0.36329999566078186,890.844514131546,42.641709327697754,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
MNIST,0.2094999998807907,890.844514131546,43.96486520767212,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
MNIST,0.09799999743700027,890.844514131546,46.28838634490967,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
MNIST,0.04170000180602074,890.844514131546,43.56122827529907,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
MNIST,0.014600000344216824,890.844514131546,42.46717190742493,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
MNIST,0.005900000222027302,890.844514131546,36.33660173416138,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
MNIST,0.002899999963119626,890.844514131546,36.52243256568909,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
MNIST,0.0013000000035390258,890.844514131546,40.145323276519775,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
EMGHandGestures,0.8481012582778931,0.8204236030578613,0.9348042011260986,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
EMGHandGestures,0.8417721390724182,0.8204236030578613,0.40783047676086426,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
EMGHandGestures,0.8417721390724182,0.8204236030578613,1.0370757579803467,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
EMGHandGestures,0.8417721390724182,0.8204236030578613,0.880518913269043,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
EMGHandGestures,0.8417721390724182,0.8204236030578613,0.7930645942687988,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
EMGHandGestures,0.8291139006614685,0.8204236030578613,0.8898229598999023,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
EMGHandGestures,0.20886075496673584,0.8204236030578613,0.6548833847045898,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
EMGHandGestures,0.012658228166401386,0.8204236030578613,0.5775773525238037,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
EMGHandGestures,0.006329114083200693,0.8204236030578613,0.8397016525268555,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
EMGHandGestures,0.0,0.8204236030578613,0.8635983467102051,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
EMGHandGestures,0.0,0.8204236030578613,0.820976734161377,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
EMGHandGestures,0.0,0.8204236030578613,0.7879960536956787,10000,sparse_iterative,density,2,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
PAMAP,0.978776216506958,1625.6882741451263,239.40470957756042,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
PAMAP,0.9699981212615967,1625.6882741451263,206.3847005367279,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
PAMAP,0.9597232937812805,1625.6882741451263,228.47545671463013,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
PAMAP,0.9079177975654602,1625.6882741451263,265.1551730632782,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
PAMAP,0.7437501549720764,1625.6882741451263,255.35390186309814,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
PAMAP,0.3752056360244751,1625.6882741451263,229.19355511665344,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
PAMAP,0.07735767960548401,1625.6882741451263,221.3243989944458,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
PAMAP,0.009034276008605957,1625.6882741451263,239.58175683021545,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
PAMAP,0.0007416196749545634,1625.6882741451263,240.51215386390686,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
PAMAP,4.045198511448689e-05,1625.6882741451263,266.652548789978,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
PAMAP,0.0,1625.6882741451263,266.2810175418854,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
PAMAP,0.0,1625.6882741451263,279.4406852722168,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
ISOLET,0.051956381648778915,93.70354723930359,5.237649202346802,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
ISOLET,0.05003207176923752,93.70354723930359,5.6052258014678955,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
ISOLET,0.04939063638448715,93.70354723930359,6.035412549972534,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
ISOLET,0.042976267635822296,93.70354723930359,4.511666297912598,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
ISOLET,0.04810776188969612,93.70354723930359,5.326642751693726,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
ISOLET,0.04490057751536369,93.70354723930359,5.418105840682983,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
ISOLET,0.032713279128074646,93.70354723930359,5.918316841125488,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
ISOLET,0.040410518646240234,93.70354723930359,5.418254852294922,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
ISOLET,0.03463758900761604,93.70354723930359,6.328688383102417,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
ISOLET,0.028864657506346703,93.70354723930359,6.415862321853638,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
ISOLET,0.02950609289109707,93.70354723930359,7.011197805404663,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
ISOLET,0.02501603588461876,93.70354723930359,6.048564672470093,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
UCIHAR,0.8506956100463867,94.4080581665039,9.957567691802979,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,0
UCIHAR,0.8411944508552551,94.4080581665039,10.541669130325317,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,5
UCIHAR,0.8327112197875977,94.4080581665039,9.61586046218872,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,10
UCIHAR,0.7930098176002502,94.4080581665039,11.508482694625854,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,20
UCIHAR,0.7047845125198364,94.4080581665039,9.576351404190063,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,30
UCIHAR,0.4811672866344452,94.4080581665039,10.25715708732605,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,40
UCIHAR,0.16898541152477264,94.4080581665039,10.251939296722412,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,50
UCIHAR,0.026128266006708145,94.4080581665039,11.542541265487671,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,60
UCIHAR,0.006447234656661749,94.4080581665039,11.345409393310547,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,70
UCIHAR,0.0006786562735214829,94.4080581665039,9.221145629882812,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,80
UCIHAR,0.00033932813676074147,94.4080581665039,10.59256649017334,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,90
UCIHAR,0.0,94.4080581665039,10.381797313690186,10000,sparse_iterative,density,30,1,,,,,0.01,class,0.5,,,,,5,reset,0.25,100
CIFAR10,0.352400004863739,1849.4668295383453,63.513161182403564,10000,dist_iterative,density,30,1,,,,,,class,,4,2,1,0.05,5,reset,0.25,0
CIFAR10,0.3264999985694885,1849.4668295383453,84.69570446014404,10000,dist_iterative,density,30,1,,,,,,class,,4,2,1,0.05,5,reset,0.25,5
