Name,Accuracy,TrainTime,TestTime,Dimensions,Method,Encoding,Iterations
CIFAR10,0.2919999957084656,151.44730496406555,44.627970933914185,10000,add,flocet,1
EuropeanLanguages,0.04995238035917282,221.04368996620178,51.67182445526123,10000,add,flocet,1
MNIST,0.828000009059906,70.35180878639221,25.030144214630127,10000,add,flocet,1
EMGHandGestures,0.9873417615890503,0.7705090045928955,0.9065327644348145,10000,add,flocet,1
PAMAP,0.9297888278961182,233.44874954223633,298.4924385547638,10000,add,flocet,1
ISOLET,0.8838999271392822,10.3961820602417,7.629878759384155,10000,add,flocet,1
CIFAR10,0.33739998936653137,192.24329257011414,41.32313823699951,10000,adapt,flocet,1
EuropeanLanguages,0.045523811131715775,282.66144943237305,48.31807231903076,10000,adapt,flocet,1
MNIST,0.9150000214576721,104.27073693275452,27.52158212661743,10000,adapt,flocet,1
EMGHandGestures,1.0,1.1522412300109863,0.8865303993225098,10000,adapt,flocet,1
PAMAP,0.9965211153030396,317.5850615501404,283.2530882358551,10000,adapt,flocet,1
ISOLET,0.8338678479194641,16.06019687652588,6.752346992492676,10000,adapt,flocet,1
CIFAR10,0.33180001378059387,188.11761021614075,43.08252716064453,10000,online,flocet,1
EuropeanLanguages,0.0451904758810997,334.53567361831665,47.00625967979431,10000,online,flocet,1
MNIST,0.9258999824523926,100.0626540184021,23.663064002990723,10000,online,flocet,1
EMGHandGestures,1.0,1.1361827850341797,0.8873231410980225,10000,online,flocet,1
PAMAP,0.9975324273109436,211.4832067489624,142.81727409362793,10000,online,flocet,1
ISOLET,0.8576010465621948,11.74580430984497,3.591580867767334,10000,online,flocet,1
CIFAR10,0.4016999900341034,239.91331243515015,55.2564914226532,10000,adjust,flocet,1
EuropeanLanguages,0.051523808389902115,516.1205077171326,79.94513821601868,10000,adjust,flocet,1
MNIST,0.9373000264167786,157.66128873825073,23.926003456115723,10000,adjust,flocet,1
EMGHandGestures,0.9873417615890503,1.0391085147857666,0.3439192771911621,10000,adjust,flocet,1
PAMAP,0.9957795143127441,260.7647566795349,144.4212348461151,10000,adjust,flocet,1
ISOLET,0.8864656686782837,10.282720804214478,3.6501171588897705,10000,adjust,flocet,1
CIFAR10,0.28929999470710754,93.99762392044067,29.472782611846924,5000,add,flocet,1
EuropeanLanguages,0.049619048833847046,323.50043964385986,94.58888816833496,5000,add,flocet,1
MNIST,0.8259999752044678,86.42805814743042,43.77722477912903,5000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.4792671203613281,0.2948479652404785,5000,add,flocet,1
PAMAP,0.9294517636299133,241.6965913772583,242.92607998847961,5000,add,flocet,1
ISOLET,0.8794098496437073,8.857852935791016,5.339771032333374,5000,add,flocet,1
CIFAR10,0.32030001282691956,168.59750247001648,48.977705001831055,5000,adapt,flocet,1
EuropeanLanguages,0.04947619140148163,436.515994310379,65.02795147895813,5000,adapt,flocet,1
MNIST,0.8916000127792358,149.47519636154175,43.61020374298096,5000,adapt,flocet,1
EMGHandGestures,1.0,0.9440762996673584,0.8431792259216309,5000,adapt,flocet,1
PAMAP,0.9969121813774109,245.90354013442993,249.6447672843933,5000,adapt,flocet,1
ISOLET,0.8736369609832764,13.893816471099854,5.272151231765747,5000,adapt,flocet,1
CIFAR10,0.323199987411499,179.69018077850342,43.735148429870605,5000,online,flocet,1
EuropeanLanguages,0.04657142981886864,500.99933075904846,46.29053521156311,5000,online,flocet,1
MNIST,0.8632000088691711,98.96463656425476,26.045385360717773,5000,online,flocet,1
EMGHandGestures,0.9936708807945251,1.0951895713806152,0.833587646484375,5000,online,flocet,1
PAMAP,0.998206615447998,198.21178460121155,133.86943817138672,5000,online,flocet,1
ISOLET,0.8826170563697815,11.334888935089111,2.66835618019104,5000,online,flocet,1
CIFAR10,0.40070000290870667,148.05269718170166,44.45076775550842,5000,adjust,flocet,1
EuropeanLanguages,0.04828571528196335,387.1368453502655,36.79381728172302,5000,adjust,flocet,1
MNIST,0.9259999990463257,114.95016193389893,24.771658182144165,5000,adjust,flocet,1
EMGHandGestures,0.9936708807945251,1.0491385459899902,0.7304191589355469,5000,adjust,flocet,1
PAMAP,0.9914646148681641,267.32966017723083,183.3618290424347,5000,adjust,flocet,1
ISOLET,0.9025015830993652,18.901666402816772,5.778669595718384,5000,adjust,flocet,1
CIFAR10,0.29420000314712524,65.01928639411926,40.36123585700989,1000,add,flocet,1
EuropeanLanguages,0.05000000074505806,208.59414935112,65.20327568054199,1000,add,flocet,1
MNIST,0.8215000033378601,67.95728588104248,31.235979080200195,1000,add,flocet,1
EMGHandGestures,1.0,0.46770238876342773,0.8480405807495117,1000,add,flocet,1
PAMAP,0.9224131107330322,252.58358693122864,311.6609356403351,1000,add,flocet,1
ISOLET,0.8678640127182007,9.139599084854126,6.6306140422821045,1000,add,flocet,1
CIFAR10,0.2793000042438507,168.92504739761353,45.332231760025024,1000,adapt,flocet,1
EuropeanLanguages,0.04952380806207657,353.12506771087646,44.07479405403137,1000,adapt,flocet,1
MNIST,0.8873999714851379,152.75530219078064,46.93161702156067,1000,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.7067666053771973,0.8155810832977295,1000,adapt,flocet,1
PAMAP,0.9940131306648254,422.9271879196167,326.61129426956177,1000,adapt,flocet,1
ISOLET,0.806286096572876,16.869444131851196,7.328893184661865,1000,adapt,flocet,1
CIFAR10,0.29179999232292175,121.52302718162537,21.658719301223755,1000,online,flocet,1
EuropeanLanguages,0.051523808389902115,519.4683139324188,92.46065521240234,1000,online,flocet,1
MNIST,0.8711000084877014,164.33675694465637,45.4072630405426,1000,online,flocet,1
EMGHandGestures,0.9936708807945251,0.672382116317749,0.7851781845092773,1000,online,flocet,1
PAMAP,0.9935411810874939,396.82520151138306,186.91181111335754,1000,online,flocet,1
ISOLET,0.8633739352226257,7.9546778202056885,3.4578394889831543,1000,online,flocet,1
CIFAR10,0.3515999913215637,144.6721704006195,34.46981406211853,1000,adjust,flocet,1
EuropeanLanguages,0.044285714626312256,560.5430860519409,95.2759895324707,1000,adjust,flocet,1
MNIST,0.8744000196456909,105.42680954933167,24.85702610015869,1000,adjust,flocet,1
EMGHandGestures,1.0,1.095005989074707,0.8451480865478516,1000,adjust,flocet,1
PAMAP,0.9572557210922241,308.9516370296478,200.52088165283203,1000,adjust,flocet,1
ISOLET,0.8460551500320435,18.5288507938385,2.4403622150421143,1000,adjust,flocet,1
CIFAR10,0.2809000015258789,58.04862022399902,25.419923067092896,500,add,flocet,1
EuropeanLanguages,0.04880952462553978,128.83220505714417,57.786327600479126,500,add,flocet,1
MNIST,0.7870000004768372,85.70028853416443,41.20311093330383,500,add,flocet,1
EMGHandGestures,0.9873417615890503,0.5459911823272705,0.3536355495452881,500,add,flocet,1
PAMAP,0.907405436038971,228.73940348625183,281.06716227531433,500,add,flocet,1
ISOLET,0.8345093131065369,9.657799482345581,7.1188859939575195,500,add,flocet,1
CIFAR10,0.23680000007152557,126.90981268882751,47.73688101768494,500,adapt,flocet,1
EuropeanLanguages,0.050285715609788895,582.1782591342926,39.14964246749878,500,adapt,flocet,1
MNIST,0.8525999784469604,68.26797342300415,20.36303949356079,500,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.8398325443267822,0.8428115844726562,500,adapt,flocet,1
PAMAP,0.9839540719985962,329.5165674686432,145.94434261322021,500,adapt,flocet,1
ISOLET,0.7793457508087158,19.40557336807251,6.769723415374756,500,adapt,flocet,1
CIFAR10,0.26809999346733093,149.23870611190796,45.28200888633728,500,online,flocet,1
EuropeanLanguages,0.04538095369935036,434.5428059101105,82.97984910011292,500,online,flocet,1
MNIST,0.8414000272750854,164.20241522789001,44.5094792842865,500,online,flocet,1
EMGHandGestures,0.9936708807945251,0.7232012748718262,0.6971817016601562,500,online,flocet,1
PAMAP,0.9799358248710632,349.967675447464,129.76891422271729,500,online,flocet,1
ISOLET,0.7934573292732239,9.218167543411255,4.196778297424316,500,online,flocet,1
CIFAR10,0.33649998903274536,137.93564438819885,40.82282519340515,500,adjust,flocet,1
EuropeanLanguages,0.045523811131715775,653.4198834896088,70.06913137435913,500,adjust,flocet,1
MNIST,0.8543000221252441,125.82885265350342,29.66165018081665,500,adjust,flocet,1
EMGHandGestures,1.0,0.6394734382629395,0.7719318866729736,500,adjust,flocet,1
PAMAP,0.9532375335693359,319.891405582428,213.40137887001038,500,adjust,flocet,1
ISOLET,0.8454137444496155,17.119335412979126,7.1671271324157715,500,adjust,flocet,1
CIFAR10,0.2669999897480011,88.83559513092041,42.29546523094177,100,add,flocet,1
EuropeanLanguages,0.04957142844796181,157.04293513298035,74.34071826934814,100,add,flocet,1
MNIST,0.6729999780654907,100.15299940109253,45.95332098007202,100,add,flocet,1
EMGHandGestures,0.9746835231781006,0.4315018653869629,0.7610940933227539,100,add,flocet,1
PAMAP,0.8353334665298462,181.95959067344666,120.41130495071411,100,add,flocet,1
ISOLET,0.6241180300712585,5.5974204540252686,2.4416394233703613,100,add,flocet,1
CIFAR10,0.18529999256134033,131.59855818748474,41.74270963668823,100,adapt,flocet,1
EuropeanLanguages,0.04866666719317436,500.15990352630615,89.81987404823303,100,adapt,flocet,1
MNIST,0.6044999957084656,177.30698204040527,45.716346740722656,100,adapt,flocet,1
EMGHandGestures,0.9873417615890503,0.8839173316955566,0.8337621688842773,100,adapt,flocet,1
PAMAP,0.9195140600204468,418.7168035507202,335.70207691192627,100,adapt,flocet,1
ISOLET,0.5375240445137024,14.08902907371521,6.9731285572052,100,adapt,flocet,1
CIFAR10,0.17679999768733978,180.96057510375977,56.70773005485535,100,online,flocet,1
EuropeanLanguages,0.04699999839067459,472.532514333725,66.59611892700195,100,online,flocet,1
MNIST,0.6093000173568726,97.45722198486328,34.28608560562134,100,online,flocet,1
EMGHandGestures,0.9746835231781006,0.8876724243164062,0.8449447154998779,100,online,flocet,1
PAMAP,0.9053693413734436,425.33194518089294,278.94580721855164,100,online,flocet,1
ISOLET,0.6023091673851013,17.179137229919434,7.1061577796936035,100,online,flocet,1
CIFAR10,0.25690001249313354,117.59361982345581,54.314435720443726,100,adjust,flocet,1
EuropeanLanguages,0.05042857304215431,730.7414662837982,90.55413317680359,100,adjust,flocet,1
MNIST,0.6751999855041504,194.63405990600586,46.9705274105072,100,adjust,flocet,1
EMGHandGestures,0.9810126423835754,0.7605419158935547,0.8195092678070068,100,adjust,flocet,1
PAMAP,0.8489253520965576,374.67156529426575,230.18297290802002,100,adjust,flocet,1
ISOLET,0.6016677618026733,14.208776950836182,5.335263252258301,100,adjust,flocet,1
CIFAR10,0.2903999984264374,167.23607516288757,55.05222272872925,10000,add,flocet,1
CIFAR10,0.29100000858306885,168.24044394493103,55.57001996040344,10000,add,flocet,1
CIFAR10,0.2881999909877777,169.70023822784424,54.65672206878662,10000,add,flocet,1
CIFAR10,0.2896000146865845,171.27245712280273,55.03692078590393,10000,add,flocet,1
CIFAR10,0.2930000126361847,170.14930486679077,57.22710037231445,10000,add,flocet,1
EuropeanLanguages,0.04942857101559639,222.07532811164856,63.65138840675354,10000,add,flocet,1
EuropeanLanguages,0.049809522926807404,229.03280019760132,65.85619473457336,10000,add,flocet,1
EuropeanLanguages,0.049619048833847046,236.71022534370422,74.91086077690125,10000,add,flocet,1
EuropeanLanguages,0.04952380806207657,207.94892001152039,58.38583850860596,10000,add,flocet,1
EuropeanLanguages,0.04957142844796181,170.49583792686462,51.8133819103241,10000,add,flocet,1
MNIST,0.8295000195503235,96.17816734313965,34.00200533866882,10000,add,flocet,1
MNIST,0.8270000219345093,93.17297172546387,35.43989658355713,10000,add,flocet,1
MNIST,0.8288000226020813,93.16164135932922,35.12605571746826,10000,add,flocet,1
MNIST,0.8305000066757202,91.78399872779846,29.163580179214478,10000,add,flocet,1
MNIST,0.8288000226020813,90.1343343257904,37.15089964866638,10000,add,flocet,1
EMGHandGestures,0.9873417615890503,0.6964864730834961,0.7863247394561768,10000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.7239902019500732,0.8422365188598633,10000,add,flocet,1
EMGHandGestures,0.9873417615890503,0.545050859451294,0.355161190032959,10000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.6037263870239258,0.570197582244873,10000,add,flocet,1
EMGHandGestures,1.0,0.7586543560028076,0.7912752628326416,10000,add,flocet,1
PAMAP,0.9288449883460999,173.78465867042542,198.29821944236755,10000,add,flocet,1
PAMAP,0.9271594882011414,167.73213124275208,203.4707190990448,10000,add,flocet,1
PAMAP,0.9293168783187866,164.4624001979828,216.82659792900085,10000,add,flocet,1
PAMAP,0.9309214949607849,165.97950863838196,173.25533175468445,10000,add,flocet,1
PAMAP,0.9311776757240295,183.93101119995117,226.9694468975067,10000,add,flocet,1
ISOLET,0.8883900046348572,7.208250999450684,4.548786163330078,10000,add,flocet,1
ISOLET,0.8819756507873535,8.500170230865479,5.197467803955078,10000,add,flocet,1
ISOLET,0.8871071338653564,8.74534559249878,5.404963970184326,10000,add,flocet,1
ISOLET,0.8883900046348572,7.391375303268433,4.055034399032593,10000,add,flocet,1
ISOLET,0.8832585215568542,7.015557289123535,4.667581081390381,10000,add,flocet,1
UCIHAR,0.7668815851211548,8.372391939163208,8.312365770339966,10000,add,flocet,1
UCIHAR,0.7611129879951477,8.826938390731812,7.560304641723633,10000,add,flocet,1
UCIHAR,0.7638276219367981,8.305798530578613,11.06312346458435,10000,add,flocet,1
UCIHAR,0.7628096342086792,7.9724156856536865,7.836338758468628,10000,add,flocet,1
UCIHAR,0.7628096342086792,8.612106800079346,8.780712604522705,10000,add,flocet,1
CIFAR10,0.3580000102519989,214.3876030445099,50.702110052108765,10000,adapt,flocet,1
CIFAR10,0.34150001406669617,213.75965070724487,57.138315200805664,10000,adapt,flocet,1
CIFAR10,0.3531000018119812,222.24289560317993,52.68153119087219,10000,adapt,flocet,1
CIFAR10,0.3603000044822693,220.55267119407654,55.093684911727905,10000,adapt,flocet,1
CIFAR10,0.3019999861717224,218.04701256752014,49.608959436416626,10000,adapt,flocet,1
EuropeanLanguages,0.05133333429694176,398.6281192302704,59.01933431625366,10000,adapt,flocet,1
EuropeanLanguages,0.05123809352517128,403.718683719635,58.18985891342163,10000,adapt,flocet,1
EuropeanLanguages,0.050333332270383835,410.10987305641174,61.966734886169434,10000,adapt,flocet,1
EuropeanLanguages,0.049095239490270615,418.25795578956604,65.56833171844482,10000,adapt,flocet,1
EuropeanLanguages,0.045666664838790894,407.07483291625977,66.2387433052063,10000,adapt,flocet,1
MNIST,0.9092000126838684,125.28899049758911,35.48232293128967,10000,adapt,flocet,1
MNIST,0.9133999943733215,132.58879041671753,34.126086711883545,10000,adapt,flocet,1
MNIST,0.8999999761581421,144.5609028339386,37.54774761199951,10000,adapt,flocet,1
MNIST,0.9314000010490417,146.3134126663208,36.04276704788208,10000,adapt,flocet,1
MNIST,0.9226999878883362,137.24187231063843,33.612547636032104,10000,adapt,flocet,1
EMGHandGestures,1.0,0.6952717304229736,0.3780248165130615,10000,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.7105939388275146,0.35181498527526855,10000,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.8920049667358398,0.4328312873840332,10000,adapt,flocet,1
EMGHandGestures,1.0,0.8386437892913818,0.5565135478973389,10000,adapt,flocet,1
EMGHandGestures,0.9683544039726257,0.954871416091919,0.6280012130737305,10000,adapt,flocet,1
PAMAP,0.9979369640350342,292.0827341079712,224.00202441215515,10000,adapt,flocet,1
PAMAP,0.991100549697876,280.9967031478882,213.35899090766907,10000,adapt,flocet,1
PAMAP,0.99834144115448,319.7078776359558,208.88874435424805,10000,adapt,flocet,1
PAMAP,0.9980178475379944,291.66738390922546,233.4665834903717,10000,adapt,flocet,1
PAMAP,0.9873520135879517,289.94464087486267,207.5171148777008,10000,adapt,flocet,1
ISOLET,0.8717126250267029,12.213648557662964,4.965172529220581,10000,adapt,flocet,1
ISOLET,0.8954458236694336,13.496257781982422,5.238790988922119,10000,adapt,flocet,1
ISOLET,0.8652982711791992,12.777738094329834,5.134180784225464,10000,adapt,flocet,1
ISOLET,0.8838999271392822,11.574769735336304,4.031317710876465,10000,adapt,flocet,1
ISOLET,0.9012187123298645,11.017179250717163,3.990825891494751,10000,adapt,flocet,1
UCIHAR,0.8849677443504333,11.375610113143921,8.56017804145813,10000,adapt,flocet,1
UCIHAR,0.8489989638328552,13.16152024269104,7.7281975746154785,10000,adapt,flocet,1
UCIHAR,0.8371224999427795,13.103886365890503,7.8699610233306885,10000,adapt,flocet,1
UCIHAR,0.9043094515800476,12.300964832305908,8.078220129013062,10000,adapt,flocet,1
UCIHAR,0.7407532930374146,11.837594747543335,8.088428258895874,10000,adapt,flocet,1
CIFAR10,0.3450999855995178,237.96772742271423,56.66852951049805,10000,online,flocet,1
CIFAR10,0.36739999055862427,227.95191478729248,50.436323404312134,10000,online,flocet,1
CIFAR10,0.34540000557899475,219.0863938331604,50.23148965835571,10000,online,flocet,1
CIFAR10,0.3573000133037567,208.39602994918823,54.04666233062744,10000,online,flocet,1
CIFAR10,0.3601999878883362,223.98782467842102,48.0191695690155,10000,online,flocet,1
EuropeanLanguages,0.04323809593915939,435.49779295921326,53.354163646698,10000,online,flocet,1
EuropeanLanguages,0.04590476304292679,449.0536024570465,50.77664256095886,10000,online,flocet,1
EuropeanLanguages,0.05047618970274925,471.07258772850037,62.63447308540344,10000,online,flocet,1
EuropeanLanguages,0.04899999871850014,444.96255373954773,56.97003984451294,10000,online,flocet,1
EuropeanLanguages,0.04823809489607811,455.2768850326538,61.49225950241089,10000,online,flocet,1
MNIST,0.9333999752998352,117.94564056396484,28.65737748146057,10000,online,flocet,1
MNIST,0.902899980545044,122.14211440086365,34.13301944732666,10000,online,flocet,1
MNIST,0.9050999879837036,131.5118010044098,39.09236717224121,10000,online,flocet,1
MNIST,0.9276999831199646,146.11591005325317,37.44499945640564,10000,online,flocet,1
MNIST,0.9469000101089478,143.4713478088379,41.79033398628235,10000,online,flocet,1
EMGHandGestures,1.0,1.1079320907592773,0.37270450592041016,10000,online,flocet,1
EMGHandGestures,1.0,1.1589455604553223,0.5907104015350342,10000,online,flocet,1
EMGHandGestures,0.9873417615890503,1.1630215644836426,0.5568101406097412,10000,online,flocet,1
EMGHandGestures,1.0,1.0652880668640137,0.8278083801269531,10000,online,flocet,1
EMGHandGestures,1.0,0.700629711151123,0.7139794826507568,10000,online,flocet,1
PAMAP,0.9978695511817932,299.88396549224854,230.42786288261414,10000,online,flocet,1
PAMAP,0.9800437092781067,261.4086022377014,194.05051803588867,10000,online,flocet,1
PAMAP,0.9961166381835938,254.05500149726868,196.66332173347473,10000,online,flocet,1
PAMAP,0.9980583190917969,257.4628942012787,193.58527898788452,10000,online,flocet,1
PAMAP,0.9990965723991394,251.79452180862427,194.20877766609192,10000,online,flocet,1
ISOLET,0.8588839173316956,12.101356506347656,4.1411755084991455,10000,online,flocet,1
ISOLET,0.8896728754043579,12.398090839385986,4.594818592071533,10000,online,flocet,1
ISOLET,0.861449658870697,14.136008024215698,5.549529075622559,10000,online,flocet,1
ISOLET,0.8280949592590332,14.120575189590454,4.93042778968811,10000,online,flocet,1
ISOLET,0.8146247863769531,13.350037813186646,5.167889356613159,10000,online,flocet,1
UCIHAR,0.9022734761238098,14.702580451965332,8.994904518127441,10000,online,flocet,1
UCIHAR,0.9209365248680115,14.023497343063354,8.407191038131714,10000,online,flocet,1
UCIHAR,0.8876823782920837,16.34057116508484,10.0170419216156,10000,online,flocet,1
UCIHAR,0.7068204879760742,14.343052625656128,10.725868701934814,10000,online,flocet,1
UCIHAR,0.6823888421058655,16.689879179000854,11.083337545394897,10000,online,flocet,1
CIFAR10,0.4049000144004822,249.40251445770264,55.33600735664368,10000,adjust,flocet,1
CIFAR10,0.3953999876976013,232.2237331867218,53.11639857292175,10000,adjust,flocet,1
CIFAR10,0.39430001378059387,232.86345601081848,52.58084797859192,10000,adjust,flocet,1
CIFAR10,0.4036000072956085,219.97077441215515,52.36896562576294,10000,adjust,flocet,1
CIFAR10,0.4050999879837036,240.9357738494873,53.620872497558594,10000,adjust,flocet,1
EuropeanLanguages,0.04952380806207657,488.98684906959534,54.86525082588196,10000,adjust,flocet,1
EuropeanLanguages,0.046047620475292206,483.7699887752533,56.41517877578735,10000,adjust,flocet,1
EuropeanLanguages,0.04952380806207657,524.5933659076691,56.22764277458191,10000,adjust,flocet,1
EuropeanLanguages,0.04857143014669418,493.8528354167938,49.137147188186646,10000,adjust,flocet,1
EuropeanLanguages,0.04833333194255829,468.6204650402069,40.207329988479614,10000,adjust,flocet,1
MNIST,0.9193999767303467,127.43159580230713,36.29078984260559,10000,adjust,flocet,1
MNIST,0.9347000122070312,140.53523564338684,29.182435750961304,10000,adjust,flocet,1
MNIST,0.9358999729156494,138.22354912757874,31.502898693084717,10000,adjust,flocet,1
MNIST,0.9347000122070312,138.581693649292,31.580090284347534,10000,adjust,flocet,1
MNIST,0.9359999895095825,142.00306963920593,28.11245632171631,10000,adjust,flocet,1
EMGHandGestures,0.9873417615890503,0.9271278381347656,0.3443140983581543,10000,adjust,flocet,1
EMGHandGestures,1.0,0.7477314472198486,0.4705042839050293,10000,adjust,flocet,1
EMGHandGestures,1.0,0.9708037376403809,0.4611682891845703,10000,adjust,flocet,1
EMGHandGestures,0.9936708807945251,1.066798448562622,0.3462390899658203,10000,adjust,flocet,1
EMGHandGestures,1.0,1.0125257968902588,0.6298747062683105,10000,adjust,flocet,1
PAMAP,0.9980583190917969,325.66111516952515,224.0324580669403,10000,adjust,flocet,1
PAMAP,0.9957525134086609,290.8063929080963,190.5317313671112,10000,adjust,flocet,1
PAMAP,0.9969391226768494,280.0766637325287,220.30461955070496,10000,adjust,flocet,1
PAMAP,0.9955233335494995,278.758425951004,205.30543184280396,10000,adjust,flocet,1
PAMAP,0.9891183972358704,273.72831678390503,206.78736662864685,10000,adjust,flocet,1
ISOLET,0.9018601775169373,13.315072298049927,4.592450857162476,10000,adjust,flocet,1
ISOLET,0.8819756507873535,13.611382722854614,4.834137201309204,10000,adjust,flocet,1
ISOLET,0.9095574021339417,16.5185706615448,5.381728649139404,10000,adjust,flocet,1
ISOLET,0.9095574021339417,16.165653705596924,5.828092575073242,10000,adjust,flocet,1
ISOLET,0.9089159965515137,14.765219449996948,5.289115905761719,10000,adjust,flocet,1
UCIHAR,0.7590770125389099,17.06436061859131,9.108052968978882,10000,adjust,flocet,1
UCIHAR,0.829657256603241,15.643726348876953,8.438420057296753,10000,adjust,flocet,1
UCIHAR,0.8361045122146606,15.410786628723145,7.978755235671997,10000,adjust,flocet,1
UCIHAR,0.7943671345710754,14.486955881118774,10.419452428817749,10000,adjust,flocet,1
UCIHAR,0.8103155493736267,16.401992559432983,9.343483686447144,10000,adjust,flocet,1
CIFAR10,0.29179999232292175,115.45460486412048,42.93720364570618,5000,add,flocet,1
CIFAR10,0.2870999872684479,115.70942449569702,41.197213888168335,5000,add,flocet,1
CIFAR10,0.2921000123023987,114.2501711845398,40.702199935913086,5000,add,flocet,1
CIFAR10,0.28949999809265137,105.05047082901001,33.1754732131958,5000,add,flocet,1
CIFAR10,0.28760001063346863,109.48401927947998,36.23068833351135,5000,add,flocet,1
EuropeanLanguages,0.04885714128613472,172.19074964523315,45.24654841423035,5000,add,flocet,1
EuropeanLanguages,0.04976190626621246,166.8807990550995,48.3905074596405,5000,add,flocet,1
EuropeanLanguages,0.04957142844796181,222.7850410938263,50.46062397956848,5000,add,flocet,1
EuropeanLanguages,0.04976190626621246,198.63839960098267,55.35770106315613,5000,add,flocet,1
EuropeanLanguages,0.04976190626621246,216.01764965057373,65.50632643699646,5000,add,flocet,1
MNIST,0.8302000164985657,89.06915998458862,38.782291650772095,5000,add,flocet,1
MNIST,0.829800009727478,79.39279770851135,36.38783001899719,5000,add,flocet,1
MNIST,0.8282999992370605,87.53330183029175,32.95136547088623,5000,add,flocet,1
MNIST,0.8294000029563904,89.66183543205261,39.25367307662964,5000,add,flocet,1
MNIST,0.829200029373169,94.62595748901367,35.254682540893555,5000,add,flocet,1
EMGHandGestures,1.0,0.4953744411468506,0.3005096912384033,5000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.5569601058959961,0.30156493186950684,5000,add,flocet,1
EMGHandGestures,0.9873417615890503,0.5935122966766357,0.671055793762207,5000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.45050048828125,0.4072854518890381,5000,add,flocet,1
EMGHandGestures,0.9936708807945251,0.38118577003479004,0.8141951560974121,5000,add,flocet,1
PAMAP,0.9244896173477173,176.67045736312866,221.01603293418884,5000,add,flocet,1
PAMAP,0.9253661036491394,187.475022315979,215.37817692756653,5000,add,flocet,1
PAMAP,0.9282651543617249,158.3904206752777,164.46220350265503,5000,add,flocet,1
PAMAP,0.9283325672149658,177.05997562408447,224.73109364509583,5000,add,flocet,1
PAMAP,0.9270785450935364,200.67726135253906,264.0668544769287,5000,add,flocet,1
ISOLET,0.8858242630958557,8.86519742012024,6.880477428436279,5000,add,flocet,1
ISOLET,0.8890314102172852,7.9776036739349365,5.532607316970825,5000,add,flocet,1
ISOLET,0.8806927800178528,7.737251281738281,4.770632743835449,5000,add,flocet,1
ISOLET,0.8819756507873535,9.91736364364624,6.613667249679565,5000,add,flocet,1
ISOLET,0.8736369609832764,9.40177059173584,6.300344228744507,5000,add,flocet,1
UCIHAR,0.7590770125389099,10.437416791915894,13.038790225982666,5000,add,flocet,1
UCIHAR,0.7634882926940918,10.810023069381714,12.287692308425903,5000,add,flocet,1
UCIHAR,0.7536478042602539,10.112447023391724,12.038278341293335,5000,add,flocet,1
UCIHAR,0.7685782313346863,9.690354108810425,10.102182626724243,5000,add,flocet,1
UCIHAR,0.761452317237854,10.665572166442871,10.948267221450806,5000,add,flocet,1
CIFAR10,0.3474000096321106,179.21572184562683,49.697317600250244,5000,adapt,flocet,1
CIFAR10,0.33379998803138733,180.0080623626709,47.16600704193115,5000,adapt,flocet,1
CIFAR10,0.3246999979019165,192.83605790138245,53.40231943130493,5000,adapt,flocet,1
CIFAR10,0.3172999918460846,188.2447271347046,51.049474239349365,5000,adapt,flocet,1
CIFAR10,0.3359000086784363,186.70761275291443,51.95245718955994,5000,adapt,flocet,1
EuropeanLanguages,0.05057142674922943,537.3243989944458,76.44233632087708,5000,adapt,flocet,1
EuropeanLanguages,0.04390476271510124,447.90572452545166,78.16513895988464,5000,adapt,flocet,1
EuropeanLanguages,0.05257142707705498,514.5004069805145,78.17746233940125,5000,adapt,flocet,1
EuropeanLanguages,0.04923809692263603,469.27166962623596,69.17631149291992,5000,adapt,flocet,1
EuropeanLanguages,0.04952380806207657,431.9542303085327,56.98554730415344,5000,adapt,flocet,1
MNIST,0.9235000014305115,111.02637791633606,27.442301511764526,5000,adapt,flocet,1
MNIST,0.9297999739646912,125.87984681129456,32.221651554107666,5000,adapt,flocet,1
MNIST,0.8896999955177307,109.90684127807617,27.780449151992798,5000,adapt,flocet,1
MNIST,0.8823999762535095,111.0996720790863,35.58203411102295,5000,adapt,flocet,1
MNIST,0.925000011920929,119.81767010688782,31.12482261657715,5000,adapt,flocet,1
EMGHandGestures,1.0,0.8091683387756348,0.3212599754333496,5000,adapt,flocet,1
EMGHandGestures,1.0,0.6122162342071533,0.40287041664123535,5000,adapt,flocet,1
EMGHandGestures,0.9873417615890503,0.5805749893188477,0.5741801261901855,5000,adapt,flocet,1
EMGHandGestures,0.9810126423835754,0.4908604621887207,0.2935352325439453,5000,adapt,flocet,1
EMGHandGestures,0.9936708807945251,1.0011968612670898,0.34299135208129883,5000,adapt,flocet,1
PAMAP,0.9953884482383728,266.3781235218048,213.11509537696838,5000,adapt,flocet,1
PAMAP,0.9952132105827332,284.2566440105438,213.2850685119629,5000,adapt,flocet,1
